OBJECTID,DPTOMPIO,CODIGO_VER,NOM_DEP,NOMB_MPIO,NOMBRE_VER,VIGENCIA,FUENTE,DESCRIPCIO,SEUDONIMOS,AREA_HA,COD_DPTO,ShapeSTArea,ShapeSTLength
27943,70678,70678034,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,2154.68979941,70,22180740.3100151,21818.959657615
27944,70678,70678035,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,1491.23452434,70,15351099.3490111,26692.5688979244
27945,70678,70678036,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,1959.45515092,70,20175981.8483344,23773.8753340263
27946,70678,70678037,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,2080.04970969,70,21420612.3643466,31254.6330430825
27947,70678,70678038,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,2498.15060668,70,25713960.0246743,29053.1787055081
27948,70678,70678039,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,2141.678994,70,22049561.5617799,22217.365149049
27949,70678,70678040,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,2074.55332906,70,21363635.6408072,24173.6263627813
27950,70678,70678041,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,2418.11475353,70,24908732.0792337,28617.4643463389
27951,70678,70678042,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,1990.47421896,70,20507930.6450413,23890.9425185901
27952,70678,70678043,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,2273.07270871,70,23424228.7924897,36520.9821895341
27953,70678,70678044,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,2337.61880811,70,24094767.5146733,36328.8714935833
27954,70678,70678045,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,1963.86623464,70,20249001.7250187,28808.5405791697
27955,70678,70678046,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,2263.57303836,70,23350333.6928776,32301.6781684408
27956,70678,70678047,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,2036.26600412,70,20982828.070492,29195.9898792736
27957,70110,70110002,SUCRE,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2206.52448065,70,22800884.4864812,22049.2087291775
27958,70110,70110003,SUCRE,BUENAVISTA,SANTA ELENA,INDF,ESRI,NULL,NULL,1739.99704996,70,17976485.5169249,24182.4104294275
27959,70110,70110004,SUCRE,BUENAVISTA,BAJO DE SANTA INES,INDF,ESRI,NULL,NULL,2164.64527293,70,22357000.6655748,25153.313066716
27960,70110,70110005,SUCRE,BUENAVISTA,LOS ANONES,INDF,ESRI,NULL,NULL,1947.08703605,70,20125937.9175371,22339.4047342046
27961,70110,70110006,SUCRE,BUENAVISTA,LAS FLORES,INDF,ESRI,NULL,NULL,2194.08949437,70,22684361.1492364,25917.498200563
27962,70708,70708001,SUCRE,SAN MARCOS,SIN DEFINIR,INDF,ESRI,NULL,NULL,2072.79739178,70,21342681.9161589,27292.3028033388
27963,70708,70708002,SUCRE,SAN MARCOS,SIN DEFINIR,INDF,ESRI,NULL,NULL,2193.96765805,70,22589080.1837794,26528.0007520104
27964,70708,70708003,SUCRE,SAN MARCOS,SIN DEFINIR,INDF,ESRI,NULL,NULL,1733.98144949,70,17837799.2013488,29216.6569929749
27965,70708,70708004,SUCRE,SAN MARCOS,LA BALSA,INDF,ESRI,NULL,NULL,1828.36882371,70,18808597.6290637,32692.9850250903
27966,70708,70708005,SUCRE,SAN MARCOS,CUATRO BOCAS,INDF,ESRI,NULL,NULL,2319.91354051,70,23886292.0096282,24647.4404569827
27967,70708,70708006,SUCRE,SAN MARCOS,SIN DEFINIR,INDF,ESRI,NULL,NULL,2218.93211103,70,22840747.6540959,29612.8553772988
27968,70708,70708007,SUCRE,SAN MARCOS,SIN DEFINIR,INDF,ESRI,NULL,NULL,2244.6564675,70,23093200.1064485,31430.4199118379
27969,70708,70708008,SUCRE,SAN MARCOS,CAÑO DE LA CRUZ,INDF,ESRI,NULL,NULL,1834.71883026,70,18890502.5642627,26463.2662624024
27970,70708,70708009,SUCRE,SAN MARCOS,SIN DEFINIR,INDF,ESRI,NULL,NULL,2053.91396575,70,21147118.6914346,29120.5283570316
27971,70708,70708010,SUCRE,SAN MARCOS,SIN DEFINIR,INDF,ESRI,NULL,NULL,2233.54179525,70,22992218.7099239,23386.1444293482
27972,70708,70708011,SUCRE,SAN MARCOS,SIN DEFINIR,INDF,ESRI,NULL,NULL,2051.44002647,70,21121580.1078245,32213.9062246698
27973,15776,15776007,BOYACÁ,SUTAMARCHÁN,CAÑON ALTO,INDF,ESRI,NULL,NULL,1441.96418493,15,14655127.3994333,17539.9944009572
27974,15776,15776008,BOYACÁ,SUTAMARCHÁN,CARRIZAL,INDF,ESRI,NULL,NULL,1216.36782052,15,12360659.9418974,15818.9702709793
27975,23670,23670004,CÓRDOBA,SAN ANDRES DE SOTAVENTO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2310.56878406,23,23845171.5379013,26752.9003926925
27976,23670,23670005,CÓRDOBA,SAN ANDRES DE SOTAVENTO,EL BANCO,INDF,ESRI,NULL,NULL,1968.52857875,23,20301608.7054127,21704.5026519994
27977,23670,23670006,CÓRDOBA,SAN ANDRES DE SOTAVENTO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1925.60067323,23,19869887.0833939,23393.8763305179
27978,23670,23670007,CÓRDOBA,SAN ANDRES DE SOTAVENTO,EL CONTENTO,INDF,ESRI,NULL,NULL,3182.24775488,23,32846324.0681961,40301.7481079446
27979,23670,23670008,CÓRDOBA,SAN ANDRES DE SOTAVENTO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2400.93698396,23,24770408.4253567,29421.4395641108
27980,23670,23670009,CÓRDOBA,SAN ANDRES DE SOTAVENTO,GUAYACANES,INDF,ESRI,NULL,NULL,2327.55475176,23,24016690.6563772,29351.4605671516
27981,23815,23815001,CÓRDOBA,TUCHÍN,VIDALES,INDF,ESRI,NULL,NULL,2096.4920458,23,21644289.1233607,26286.6760904747
27982,23815,23815002,CÓRDOBA,TUCHÍN,GUAYMARAL,INDF,ESRI,NULL,NULL,2213.10005735,23,22847869.6647711,22779.4487951822
27983,23815,23815003,CÓRDOBA,TUCHÍN,BARBACOAS,INDF,ESRI,NULL,NULL,2635.66079255,23,27205526.5255596,25731.9304623099
27984,23815,23815004,CÓRDOBA,TUCHÍN,CRUZ CHIQUITA,INDF,ESRI,NULL,NULL,883.58880677,23,9121673.53179099,19251.3608442035
27985,23815,23815005,CÓRDOBA,TUCHÍN,CARRETALES,INDF,ESRI,NULL,NULL,2262.22596903,23,23347375.5952193,33810.1453653524
27986,23464,23464001,CÓRDOBA,MOMIL,SIN DEFINIR,INDF,ESRI,NULL,NULL,1774.25279769,23,18324066.5008447,20138.4890685298
27987,23464,23464002,CÓRDOBA,MOMIL,SIN DEFINIR,INDF,ESRI,NULL,NULL,1871.5191715,23,19325832.2146334,24333.9820660067
27988,23464,23464003,CÓRDOBA,MOMIL,SIN DEFINIR,INDF,ESRI,NULL,NULL,2071.45042708,23,21389890.181496,22373.514089428
27989,23464,23464004,CÓRDOBA,MOMIL,SIN DEFINIR,INDF,ESRI,NULL,NULL,2072.69056778,23,21398951.6088347,26478.8180295816
27990,23464,23464005,CÓRDOBA,MOMIL,SIN DEFINIR,INDF,ESRI,NULL,NULL,2791.37595505,23,28817331.9904479,25534.0941335709
27991,23464,23464006,CÓRDOBA,MOMIL,SIN DEFINIR,INDF,ESRI,NULL,NULL,2557.32659551,23,26398527.107897,35843.4548508289
27992,23464,23464007,CÓRDOBA,MOMIL,SIN DEFINIR,INDF,ESRI,NULL,NULL,2861.9874684,23,29537429.5016565,34072.5226452804
27993,23586,23586001,CÓRDOBA,PURISIMA,EL HUESO,INDF,ESRI,NULL,NULL,2143.98400672,23,22141037.3560161,33380.5581405081
27994,23586,23586002,CÓRDOBA,PURISIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2480.26670992,23,25606424.9335983,25692.6178652804
27995,23586,23586003,CÓRDOBA,PURISIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1691.8366297,23,17466227.8739288,29135.2193576031
27996,23586,23586004,CÓRDOBA,PURISIMA,LOS CORRALES,INDF,ESRI,NULL,NULL,2989.34738554,23,30853602.2000852,36833.6548821146
27997,23586,23586005,CÓRDOBA,PURISIMA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1571.44358866,23,16222900.1954197,28503.1146487763
27998,23300,23300002,CÓRDOBA,COTORRA,EL GRULLO,INDF,ESRI,NULL,NULL,1828.82645187,23,18855942.6246297,30892.8247398976
27999,23300,23300003,CÓRDOBA,COTORRA,TREMENTINO,INDF,ESRI,NULL,NULL,3497.00830161,23,36063732.344575,37589.8882107301
28000,23300,23300004,CÓRDOBA,COTORRA,EL BINDE,INDF,ESRI,NULL,NULL,1932.91376079,23,19926762.2878644,33269.6206230842
28001,23686,23686001,CÓRDOBA,SAN PELAYO,EL PALMAR,INDF,ESRI,NULL,NULL,2679.14739231,23,27608422.578289,30401.9285363066
28002,23686,23686002,CÓRDOBA,SAN PELAYO,EL DILUVIO,INDF,ESRI,NULL,NULL,2305.43248908,23,23761455.5552418,26939.0105309114
28003,23686,23686003,CÓRDOBA,SAN PELAYO,LA SELVA,INDF,ESRI,NULL,NULL,2397.3880957,23,24708420.7406406,37905.433501423
28004,70771,70771017,SUCRE,SUCRE,SIN DEFINIR,INDF,ESRI,NULL,NULL,2064.27001342,70,21281015.9901301,31067.1400821906
28005,70771,70771018,SUCRE,SUCRE,ISLA GRANDE,INDF,ESRI,NULL,NULL,2249.85737982,70,23192253.6086774,32809.0523141307
28006,66400,66400003,RISARALDA,LA VIRGINIA,MINA RICA,INDF,DANE,NULL,NULL,784.78034932,66,7950669.00099376,14681.843129064
28007,66400,66400004,RISARALDA,LA VIRGINIA,CENTRO,INDF,DANE,NULL,NULL,183.5670734,66,1859648.16653857,11807.7150318765
28008,15187,15187001,BOYACÁ,CHIVATÁ,SIATOCA,INDF,DANE - MODERNIZACION,NULL,NULL,1846.50072088,15,18758679.2358387,23260.7007924969
28009,15187,15187002,BOYACÁ,CHIVATÁ,EL MORAL,INDF,DANE - MODERNIZACION,NULL,NULL,1867.30938511,15,18970829.8269777,22088.3953392684
28010,15187,15187003,BOYACÁ,CHIVATÁ,GUINTIVA,INDF,DANE - MODERNIZACION,NULL,NULL,1263.28843938,15,12835884.6321693,25472.0923500682
28011,08832,08832001,ATLÁNTICO,TUBARÁ,CANALETE,INDF,DANE - MODERNIZACION,NULL,NULL,10164.9833253,08,106064864.248363,56332.2015835273
28012,08832,08832002,ATLÁNTICO,TUBARÁ,SAN LUIS,INDF,DANE - MODERNIZACION,NULL,NULL,7453.79599165,08,77762809.4880355,54694.132091434
28013,27150,27150002,CHOCÓ,CARMEN DEL DARIEN,SIN DEFINIR,INDF,ESRI,NULL,NULL,14905.5233597,27,151826270.424484,64056.808557714
28014,27150,27150003,CHOCÓ,CARMEN DEL DARIEN,SIN DEFINIR,INDF,ESRI,NULL,NULL,3687.24469101,27,37574436.4462849,38776.9920777613
28015,23500,23500007,CÓRDOBA,MOÑITOS,VILLA DEL CARMEN,INDF,DPS - ESRI,NULL,NULL,1104.23823613,23,11391403.3614951,16396.5260428378
28016,23675,23675001,CÓRDOBA,SAN BERNARDO DEL VIENTO,BARBASCAL,INDF,DPS - ESRI,NULL,NULL,1001.67011131,23,10336804.4548214,14335.7800199955
28017,23675,23675002,CÓRDOBA,SAN BERNARDO DEL VIENTO,CHIQUI,INDF,DPS - ESRI,NULL,NULL,548.76654773,23,5665685.48709088,9709.26619725632
28018,23675,23675003,CÓRDOBA,SAN BERNARDO DEL VIENTO,EL CASTILLO,INDF,DPS - ESRI,NULL,NULL,1723.45939682,23,17791567.1557502,18841.7571939989
28019,68406,68406042,SANTANDER,LEBRIJA,LA GIRONA,INDF,ESRI,NULL,NULL,3139.62941771,68,32102381.770181,28093.8158028125
28020,68406,68406043,SANTANDER,LEBRIJA,LA ESTRELLA,INDF,ESRI,NULL,NULL,5256.04270809,68,53765377.7398687,64445.5922119375
28021,68406,68406044,SANTANDER,LEBRIJA,CHUSPAS,INDF,ESRI,NULL,NULL,1741.77130187,68,17824087.542503,23288.4400252125
28022,68406,68406045,SANTANDER,LEBRIJA,VANEGAS,INDF,ESRI,NULL,NULL,297.79783289,68,3046668.90352335,11395.7469369594
28023,68406,68406046,SANTANDER,LEBRIJA,MONTEVIDEO,INDF,ESRI,NULL,NULL,2596.70226797,68,26562933.4522958,23358.1093697568
28024,70771,70771019,SUCRE,SUCRE,SIN DEFINIR,INDF,ESRI,NULL,NULL,2365.3967087,70,24384765.8671714,26035.7474693867
28025,70771,70771020,SUCRE,SUCRE,SAN LUIS,INDF,ESRI,NULL,NULL,2186.28983887,70,22538031.2170433,25306.1687827286
28026,70771,70771021,SUCRE,SUCRE,SIN DEFINIR,INDF,ESRI,NULL,NULL,1893.16009024,70,19513871.8972658,30726.7429850684
28027,70771,70771022,SUCRE,SUCRE,SIN DEFINIR,INDF,ESRI,NULL,NULL,2086.49012212,70,21507255.764391,27423.8476063288
28028,70771,70771023,SUCRE,SUCRE,SIN DEFINIR,INDF,ESRI,NULL,NULL,2344.93493773,70,24168804.8174732,30942.7877982716
28029,70771,70771024,SUCRE,SUCRE,LA SOLERA,INDF,ESRI,NULL,NULL,2415.90841978,70,24898408.6755464,25470.0951934985
28030,70771,70771025,SUCRE,SUCRE,SIN DEFINIR,INDF,ESRI,NULL,NULL,4620.06185309,70,47612879.837172,56079.3400341688
28031,13688,13688109,BOLÍVAR,SANTA ROSA DEL SUR,SIN DEFINIR,INDF,ESRI,NULL,NULL,1772.47322428,13,18194198.110629,21995.841638325
28032,13688,13688117,BOLÍVAR,SANTA ROSA DEL SUR,SIN DEFINIR,INDF,ESRI,NULL,NULL,1802.15861823,13,18498262.8626701,27159.6551295422
28033,27150,27150001,CHOCÓ,CARMEN DEL DARIEN,SIN DEFINIR,INDF,ESRI,NULL,NULL,979.67983097,27,9988719.66720366,13743.4406879485
28034,27150,27150004,CHOCÓ,CARMEN DEL DARIEN,SIN DEFINIR,INDF,ESRI,NULL,NULL,1212.23250989,27,12360057.5172077,19138.009188049
28035,23350,23350011,CÓRDOBA,LA APARTADA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2507.93085478,23,25726701.4708004,28703.9563793597
28036,23350,23350012,CÓRDOBA,LA APARTADA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1780.38243834,23,18270130.0165562,28287.8810127586
28037,15299,15299011,BOYACÁ,GARAGOA,CIENAGA GUARUMAL,INDF,ESRI,NULL,NULL,1077.53528858,15,10930511.67241,16649.2163171396
28038,15299,15299012,BOYACÁ,GARAGOA,ARADA CHIQUITA,INDF,ESRI,NULL,NULL,462.61696636,15,4692223.08343224,11090.4104294628
28039,15299,15299013,BOYACÁ,GARAGOA,GUAYABAL,INDF,ESRI,NULL,NULL,232.32348756,15,2356379.5815865,7308.0233524421
28040,15299,15299014,BOYACÁ,GARAGOA,BOJACA,INDF,ESRI,NULL,NULL,250.70874709,15,2542895.74299589,8186.72108124311
28041,23555,23555021,CÓRDOBA,PLANETA RICA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2273.94010669,23,23362869.995728,23551.6818617049
28042,23555,23555022,CÓRDOBA,PLANETA RICA,LA ZONA,INDF,ESRI,NULL,NULL,2557.39325622,23,26276645.0412808,26607.934788126
28043,23555,23555023,CÓRDOBA,PLANETA RICA,PASTELES,INDF,ESRI,NULL,NULL,2333.74964586,23,23979969.412299,27943.3539153924
28044,23555,23555024,CÓRDOBA,PLANETA RICA,LA ARENA,INDF,ESRI,NULL,NULL,2134.1256157,23,21927686.6649642,23111.0202529822
28045,23555,23555025,CÓRDOBA,PLANETA RICA,EL ALMENDRO,INDF,ESRI,NULL,NULL,2567.69103918,23,26376719.9741881,25512.6832498461
28046,23555,23555026,CÓRDOBA,PLANETA RICA,MARAÑONAL,INDF,ESRI,NULL,NULL,2566.60016933,23,26361961.4563379,27953.7729321305
28047,20178,20178017,CESAR,CHIRIGUANA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2374.60307135,20,24556017.4328354,23489.9103888422
28048,20178,20178019,CESAR,CHIRIGUANA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1788.75624342,20,18497119.9181971,20154.0475875501
28049,13688,13688110,BOLÍVAR,SANTA ROSA DEL SUR,SAN ISIDRO,2012,CATASTRO IGAC,NULL,NULL,1810.02701083,13,18577318.119747,22996.5710840469
28050,23419,23419008,CÓRDOBA,LOS CORDOBAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,1197.25728491,23,12323916.5398769,16322.9775885109
28051,23419,23419012,CÓRDOBA,LOS CORDOBAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,1307.83846919,23,13458703.3618251,22046.2453279161
28052,23079,23079001,CÓRDOBA,BUENAVISTA,TEQUENDAMA,INDF,ESRI,NULL,NULL,2065.09156416,23,21219357.1921781,29070.003237666
28053,23079,23079002,CÓRDOBA,BUENAVISTA,NUEVA ESTACION,INDF,ESRI,NULL,NULL,2487.05249171,23,25540011.217669,22949.6839836655
28054,23079,23079003,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1997.00748315,23,20497192.9466692,26797.6220006979
28055,23079,23079004,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1596.50291317,23,16384414.9454192,19952.7389359852
28056,23079,23079005,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2204.79818407,23,22651655.2074467,27108.7353213935
28057,23079,23079006,CÓRDOBA,BUENAVISTA,SANTA FE,INDF,ESRI,NULL,NULL,2319.39901754,23,23827454.2455859,33733.1806704897
28058,23079,23079007,CÓRDOBA,BUENAVISTA,BELEN,INDF,ESRI,NULL,NULL,1888.7796568,23,19404379.1234118,25698.5149109082
28059,23079,23079008,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1728.53808087,23,17759944.2287329,23961.3019722611
28060,23079,23079009,CÓRDOBA,BUENAVISTA,EL PARAISO,INDF,ESRI,NULL,NULL,2051.37399284,23,21072420.7548347,24187.8952582929
28061,23079,23079010,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2014.66737604,23,20696401.0067154,31342.1905716528
28062,23079,23079011,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2532.22185155,23,26011661.7702359,25073.0403554716
28063,23079,23079012,CÓRDOBA,BUENAVISTA,COTORRA,INDF,ESRI,NULL,NULL,2276.1498235,23,23379616.3435154,20884.0021450714
28064,23079,23079013,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2344.26099872,23,24075199.329146,34813.0144613842
28065,23079,23079014,CÓRDOBA,BUENAVISTA,CANIME,INDF,ESRI,NULL,NULL,1940.70108035,23,19932147.7302341,23667.3792438974
28066,23079,23079015,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2087.74410626,23,21438351.7725811,25515.7858180002
28067,23079,23079016,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2047.03161155,23,21023766.5553764,25228.3564797347
28068,23079,23079017,CÓRDOBA,BUENAVISTA,LAS CRUCES,INDF,ESRI,NULL,NULL,1880.23926437,23,19309058.9092178,26854.9117045396
28069,23079,23079018,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2637.21572111,23,27085033.3133207,33846.1694568378
28070,23079,23079019,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2299.92941059,23,23618095.5304088,22609.890611133
28071,23079,23079020,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1878.58576321,23,19288682.6848583,25887.8882664274
28072,23079,23079021,CÓRDOBA,BUENAVISTA,MEJOR ESQUINA,INDF,ESRI,NULL,NULL,2071.82168956,23,21268925.8277964,25239.3834661391
28073,23079,23079022,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2454.94171042,23,25206321.0685696,30447.0586014456
28074,23079,23079023,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2347.96282074,23,24107528.7701297,23235.9977919103
28075,23079,23079024,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1993.53720767,23,20465379.7607117,20144.751477258
28076,23079,23079025,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1613.69442542,23,16568249.7691606,23645.2833188554
28077,23079,23079026,CÓRDOBA,BUENAVISTA,VERACURZ,INDF,ESRI,NULL,NULL,2171.31873104,23,22290731.3059558,25810.8966071579
28078,23079,23079027,CÓRDOBA,BUENAVISTA,PUERTO COLORADO,INDF,ESRI,NULL,NULL,1841.55812505,23,18896635.7752797,28462.8139688315
28079,23079,23079028,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1802.82908763,23,18506974.6471385,24705.8717204943
28080,23079,23079029,CÓRDOBA,BUENAVISTA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1845.56322029,23,18946015.8846263,27374.5183645006
28081,70678,70678048,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,1802.68581143,70,18591896.8953712,23865.3837940885
28082,70678,70678049,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,2178.45170901,70,22450205.5091523,26238.0431906464
28083,23555,23555027,CÓRDOBA,PLANETA RICA,LAS CHIQUITAS,INDF,ESRI,NULL,NULL,2181.53925807,23,22409342.2742387,23081.2353362944
28084,23555,23555028,CÓRDOBA,PLANETA RICA,EL GOLERO ABAJO,INDF,ESRI,NULL,NULL,1996.78246874,23,20506612.9911875,23895.7387296075
28085,23555,23555029,CÓRDOBA,PLANETA RICA,EL GUAYABO,INDF,ESRI,NULL,NULL,2649.97886402,23,27217050.2969582,22249.4369799524
28086,23555,23555030,CÓRDOBA,PLANETA RICA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2302.2825745,23,23642526.0412631,25357.6808061943
28087,23555,23555031,CÓRDOBA,PLANETA RICA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2069.35442295,23,21246340.1824063,21461.0138215334
28088,23555,23555032,CÓRDOBA,PLANETA RICA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1722.75702828,23,17686417.4110081,20550.8768407142
28089,70708,70708012,SUCRE,SAN MARCOS,CAÑACUATE,INDF,ESRI,NULL,NULL,2186.58831505,70,22511322.5223932,32852.7807150405
28090,70708,70708013,SUCRE,SAN MARCOS,EL MAMON,INDF,ESRI,NULL,NULL,2538.00620471,70,26127313.7527171,34838.6335398257
28091,70708,70708014,SUCRE,SAN MARCOS,SIN DEFINIR,INDF,ESRI,NULL,NULL,2238.19236327,70,23039328.4317279,30027.8256309222
28092,70708,70708015,SUCRE,SAN MARCOS,LAS PARCELAS,INDF,ESRI,NULL,NULL,2033.46300829,70,20930387.1631941,30089.6787337394
28093,70708,70708016,SUCRE,SAN MARCOS,SIN DEFINIR,INDF,ESRI,NULL,NULL,2318.44822748,70,23861857.2312958,24995.2242265561
28094,70708,70708017,SUCRE,SAN MARCOS,SIN DEFINIR,INDF,ESRI,NULL,NULL,2054.00168274,70,21140546.3574431,28388.0297843744
28095,70708,70708018,SUCRE,SAN MARCOS,SIN DEFINIR,INDF,ESRI,NULL,NULL,2067.57787791,70,21280470.0462314,41602.8220825715
28096,70708,70708019,SUCRE,SAN MARCOS,SIN DEFINIR,INDF,ESRI,NULL,NULL,2200.8283501,70,22648269.6377961,24002.0088157573
28097,70708,70708020,SUCRE,SAN MARCOS,TRES ESQUINAS,INDF,ESRI,NULL,NULL,2224.14527347,70,22888889.7182453,23495.9600970896
28098,15798,15798007,BOYACÁ,TENZA,MUTATEA,INDF,ESRI,NULL,NULL,239.77657108,15,2432226.0413903,7666.21736676654
28099,15798,15798008,BOYACÁ,TENZA,RUCHA,INDF,ESRI,NULL,NULL,523.22217316,15,5307537.02618137,10391.9654251939
28100,15798,15798009,BOYACÁ,TENZA,QUEBRADAS,INDF,ESRI,NULL,NULL,945.82069089,15,9594509.6388787,15104.1721210088
28101,15798,15798010,BOYACÁ,TENZA,VALLE GRANDE ARRIBA,INDF,ESRI,NULL,NULL,401.48792655,15,4072521.59181954,9329.15252570215
28102,23419,23419013,CÓRDOBA,LOS CORDOBAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,1567.66510999,23,16133604.0016925,16709.8886823565
28103,23419,23419014,CÓRDOBA,LOS CORDOBAS,SIN DEFINIR,INDF,ESRI,NULL,NULL,1032.76639686,23,10628310.0872351,13616.6913084038
28104,23300,23300001,CÓRDOBA,COTORRA,CIMAN,INDF,ESRI,NULL,NULL,1492.37033636,23,15385179.012207,27003.4117682955
28105,70771,70771027,SUCRE,SUCRE,SIN DEFINIR,INDF,ESRI,NULL,NULL,1761.70005428,70,18155738.3569284,34881.7857429255
28106,70771,70771028,SUCRE,SUCRE,QUITASUEÑO,INDF,ESRI,NULL,NULL,2145.30076299,70,22107179.4351479,29901.4250562488
28107,70771,70771029,SUCRE,SUCRE,SIN DEFINIR,INDF,ESRI,NULL,NULL,1956.21185325,70,20157838.2255899,23600.5532685718
28108,70771,70771030,SUCRE,SUCRE,SIN DEFINIR,INDF,ESRI,NULL,NULL,2485.4996799,70,25612994.6719091,29984.361101092
28109,70771,70771032,SUCRE,SUCRE,CHAPARRAL,INDF,ESRI,NULL,NULL,2179.94364549,70,22463193.6491769,36886.0579179584
28110,70771,70771033,SUCRE,SUCRE,SAN JOSÉ,INDF,ESRI,NULL,NULL,2179.16784236,70,22452611.6771105,24555.158774126
28111,70771,70771034,SUCRE,SUCRE,SIN DEFINIR,INDF,ESRI,NULL,NULL,2159.07601341,70,22246100.5518629,36177.108609719
28112,70771,70771035,SUCRE,SUCRE,SIN DEFINIR,INDF,ESRI,NULL,NULL,2826.54687857,70,29121539.6462342,30561.908644814
28113,70771,70771036,SUCRE,SUCRE,SIN DEFINIR,INDF,ESRI,NULL,NULL,2191.82142943,70,22581932.3282392,31082.714605872
28114,76250,76250006,VALLE DEL CAUCA,EL DOVIO,EL ORO,INDF,DEFENSORIA,NULL,NULL,1120.78309193,76,11335767.0825393,16688.4486825535
28115,76250,76250007,VALLE DEL CAUCA,EL DOVIO,LA CABANA,INDF,DEFENSORIA,NULL,NULL,2303.52143398,76,23301298.2650726,33579.0049028701
28116,70678,70678050,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,2093.42359,70,21590892.3090153,24280.9116354876
28117,70678,70678051,SUCRE,SAN BENITO ABAD,MURCIELAGUERA,INDF,ESRI,NULL,NULL,2184.4490882,70,22528889.0230856,29791.5529083749
28118,70678,70678052,SUCRE,SAN BENITO ABAD,SIN DEFINIR,INDF,ESRI,NULL,NULL,1779.20927936,70,18356948.6829718,25334.6169408617
