area;rooms;title;property_id;stratum;offer;garages;baths;price;property_type;location;location_main;new;longitude;latitude;localidadgenerada
72;3;Apartamento en Arriendo;6983298e-d434-46b7-8bf9-55cac2697458;Estrato 2;Arriendo;0;1;700000;Apartamento;POINT (-74.08427429199219 4.720667839050293);Rincon de suba;FALSO;-74,08427429;4,720667839;Localidad Suba
46;3;Apartamento en Arriendo;7cb3bbb9-32f2-4cb9-9336-553a6a035327;Estrato 3;Arriendo;0;1;750000;Apartamento;POINT (-74.1071798 4.5556494);NoIdentificado;FALSO;-74,1071798;4,5556494;Localidad Rafael Uribe Uribe
68;2;Apartamento en Arriendo;952c064e-ecb1-4d87-b66e-aa911a127475;Estrato 3;Arriendo;1;2;1430146;Apartamento;POINT (-74.0263171 4.7524861);NoIdentificado;FALSO;-74,0263171;4,7524861;Localidad Usaquén
85;3;Apartamento en Arriendo;ba2fe0e0-4760-415a-8c39-80c8f36d7510;Estrato 5;Arriendo;2;2;3500000;Apartamento;POINT (-74.049233 4.722002199999999);NoIdentificado;FALSO;-74,049233;4,7220022;Localidad Usaquén
60;3;Apartamento en Arriendo;8660866f-f9ac-4b42-89c3-adb077637d66;Estrato 3;Arriendo;0;2;1300000;Apartamento;POINT (-74.0885677 4.752596799999999);NoIdentificado;FALSO;-74,0885677;4,7525968;Localidad Suba
105;3;Apartamento en Arriendo;625aca8f-3a75-4c55-9242-d1b84dbcfede;Estrato 5;Arriendo;2;3;3100000;Apartamento;POINT (-74.05609419999999 4.7039422);NoIdentificado;FALSO;-74,0560942;4,7039422;Localidad Suba
100;4;Apartamento en Arriendo;48c215bc-77d2-494e-bf1f-eb75bf24b5eb;Estrato 5;Arriendo;2;3;4400000;Apartamento;POINT (-74.0472707999999 4.7271256);NoIdentificado;FALSO;-74,0472708;4,7271256;Localidad Usaquén
342,42;4;Apartamento en Arriendo;069a8c5f-bbe8-4d3a-916f-5a6e3287a0b6;Estrato 6;Arriendo;4;4;6490000;Apartamento;POINT (-74.0760894 4.723704199999999);NoIdentificado;FALSO;-74,0760894;4,7237042;Localidad Suba
65;3;Apartamento en Arriendo;7ff410c9-8d94-4ebe-b502-4e8e70dc6bbe;Estrato 3;Arriendo;1;1;1300000;Apartamento;POINT (-74.087358 4.7441914);Suba la Campiña;FALSO;-74,087358;4,7441914;Localidad Suba
90;3;Apartamento en Arriendo;a3f08987-b02c-41f1-8c9c-effbaf8b4288;Estrato 6;Arriendo;2;4;3400000;Apartamento;POINT (-74.041 4.696);NoIdentificado;FALSO;-74,041;4,696;Localidad Usaquén
78;3;Apartamento en Arriendo;0aef49ff-6ce5-404b-8d11-541be92093a5;Estrato 3;Arriendo;0;1;1000000;Apartamento;POINT (-74.128462 4.6046165);NoIdentificado;FALSO;-74,128462;4,6046165;Localidad Puente Aranda
79;2;Apartamento en Arriendo;7c932417-4b54-49d3-a772-27f70f279603;Estrato 4;Arriendo;2;3;2900000;Apartamento;POINT (-74.04105899999999 4.6961463);NoIdentificado;FALSO;-74,041059;4,6961463;Localidad Usaquén
54;3;Apartamento en Arriendo;659bd759-47ff-4736-a3c6-7f5b5cc6090a;Estrato 2;Arriendo;0;2;810000;Apartamento;POINT (-74.170335 4.6514244);NoIdentificado;FALSO;-74,170335;4,6514244;Localidad Kennedy
90;3;Apartamento en Arriendo;69169313-5e8b-4720-961c-2ebbe800af5e;Estrato 3;Arriendo;0;2;1300000;Apartamento;POINT (-74.1309524 4.6048328);NoIdentificado;FALSO;-74,1309524;4,6048328;Localidad Puente Aranda
198;3;Apartamento en Arriendo;d6a818ea-bdb7-4790-9d94-057934337b7c;Estrato 6;Arriendo;4;2;10200000;Apartamento;POINT (-74.0431512 4.679192899999999);NoIdentificado;FALSO;-74,0431512;4,6791929;Localidad Chapinero
94;3;Apartamento en Arriendo;9e27b7ec-c5d9-41a8-a60a-7f82ea5b7256;Estrato 5;Arriendo;1;2;3134000;Apartamento;POINT (-74.058883565341 4.7015472939505);Suba;FALSO;-74,05888357;4,701547294;Localidad Suba
207;3;Apartamento en Arriendo;770c2d97-d665-48af-8188-69ebf08d9c8d;Estrato 6;Arriendo;3;3;13000000;Apartamento;POINT (-74.05321420000001 4.6792221);El chico;FALSO;-74,0532142;4,6792221;Localidad Chapinero
45;2;Apartamento en Arriendo;6e40f13e-647e-4df7-b0ce-d12db1b1ffb3;Estrato 3;Arriendo;0;1;1100000;Apartamento;POINT (-74.1628635 4.6936868);NoIdentificado;FALSO;-74,1628635;4,6936868;Localidad Fontibón
66;2;Apartamento en Arriendo;e6d4a628-c628-4ac7-b7d5-23d22ba07633;Estrato 5;Arriendo;1;2;3980000;Apartamento;POINT (-74.03199768066406 4.703000068664551);Santa barbara oriental;FALSO;-74,03199768;4,703000069;Localidad Usaquén
30;1;Apartamento en Arriendo;69dfbb8f-03d4-4d08-bca3-65e9dad7d83c;Estrato 4;Arriendo;0;1;1540920;Apartamento;POINT (-74.052 4.737);NoIdentificado;FALSO;-74,052;4,737;Localidad Suba
45;1;Apartamento en Arriendo;d779f7a5-69b6-4237-9c18-dfd9d1994096;Estrato 4;Arriendo;1;1;2200000;Apartamento;POINT (-74.066018499434 4.61348153647485);NoIdentificado;FALSO;-74,0660185;4,613481536;Localidad Santa Fé
139,07;3;Apartamento en Arriendo;956fcc49-d650-4fc3-bbe2-f4907419a8c0;Estrato 6;Arriendo;1;2;3000000;Apartamento;POINT (-74.0393301 4.7013764);Santa barbara central;FALSO;-74,0393301;4,7013764;Localidad Usaquén
83;1;Apartamento en Arriendo;b53f9eaa-152e-49ec-bfbd-6ed39288e79a;Estrato 6;Arriendo;2;2;4300000;Apartamento;POINT (-74.05665997139 4.682710009945);Chico norte;FALSO;-74,05665997;4,68271001;Localidad Chapinero
387;5;Apartamento en Arriendo;e6b8181b-5ab4-4a5a-b93e-ab1ceba85bdd;Estrato 6;Arriendo;4;6;8850000;Apartamento;POINT (-74.04010772705078 4.690040588378906);NoIdentificado;FALSO;-74,04010773;4,690040588;Localidad Usaquén
185;2;Apartamento en Arriendo;5b22c9e9-4e41-44be-aad2-39d8aa1f3914;Estrato 6;Arriendo;2;3;8000000;Apartamento;POINT (-74.0476359 4.659359500000001);Los rosales;FALSO;-74,0476359;4,6593595;Localidad Chapinero
96;3;Apartamento en Arriendo;c705d888-32af-4703-9083-f3cda440b1ef;Estrato 4;Arriendo;1;3;2340000;Apartamento;POINT (-74.0610584 4.7363215);NoIdentificado;FALSO;-74,0610584;4,7363215;Localidad Suba
70;3;Apartamento en Arriendo;ec54bf6d-f561-4bcb-879d-31609123e6b9;Estrato 4;Arriendo;1;2;2528500;Apartamento;POINT (-74.124531 4.656188999999999);NoIdentificado;FALSO;-74,124531;4,656189;Localidad Fontibón
98;3;Apartamento en Arriendo;6502612b-7333-4c90-821d-bed02c7bf447;Estrato 4;Arriendo;1;3;3660000;Apartamento;POINT (-74.0673272 4.738536499999999);NoIdentificado;FALSO;-74,0673272;4,7385365;Localidad Suba
90;3;Apartamento en Arriendo;21da259d-b8c2-4d52-809f-bfcac62b4b59;Estrato 3;Arriendo;0;3;1550000;Apartamento;POINT (-74.109 4.69);NoIdentificado;FALSO;-74,109;4,69;Localidad Engativá
60;2;Apartamento en Arriendo;54fb845d-a18e-4193-848a-f22a929ae612;Estrato 3;Arriendo;0;1;950000;Apartamento;POINT (-74.1557957 4.6719199);NoIdentificado;FALSO;-74,1557957;4,6719199;Localidad Fontibón
45;3;Apartamento en Arriendo;b05e6b48-088c-4fbc-b87b-919d33bd4a61;Estrato 4;Arriendo;0;1;1200000;Apartamento;POINT (-74.1269382 4.6433189);Kennedy;FALSO;-74,1269382;4,6433189;Localidad Kennedy
75;3;Apartamento en Arriendo;d2a42fd7-a451-4cc7-a897-6020165f18a4;Estrato 4;Arriendo;1;2;2000000;Apartamento;POINT (-74.1307171 4.6584824);NoIdentificado;FALSO;-74,1307171;4,6584824;Localidad Fontibón
77;1;Apartamento en Arriendo;e9cb29b5-3a60-4d1d-8125-3c122b4cdf6f;Estrato 6;Arriendo;2;2;5500000;Apartamento;POINT (-74.04511339999999 4.6663469);La cabrera;FALSO;-74,0451134;4,6663469;Localidad Chapinero
230;3;Apartamento en Arriendo;6f0ab0d0-a041-4850-89ee-5b73de29fd57;Estrato 6;Arriendo;2;3;12545000;Apartamento;POINT (-74.047023 4.661256);NoIdentificado;FALSO;-74,047023;4,661256;Localidad Chapinero
72;3;Apartamento en Arriendo;2a4d4024-d148-4ab8-a28d-4d0414cbea80;Estrato 4;Arriendo;1;2;1800000;Apartamento;POINT (-74.1357177 4.723659899999999);NoIdentificado;FALSO;-74,1357177;4,7236599;Localidad Engativá
258;4;Apartamento en Arriendo;a3d58c57-9ba8-4ab4-aee0-3759a88ef770;Estrato 6;Arriendo;3;5;13500000;Apartamento;POINT (-74.045 4.677);NoIdentificado;FALSO;-74,045;4,677;Localidad Chapinero
516;4;Apartamento en Arriendo;51442dbd-e96e-4a8d-b942-4e0bb02a8509;Estrato 6;Arriendo;3;4;15000000;Apartamento;POINT (-74.04864999999995 4.660000000000025);Los rosales;FALSO;-74,04865;4,66;Localidad Chapinero
100;2;Apartamento en Arriendo;b96aca76-b5ff-48cd-a0de-8b71085d99b7;Estrato 6;Arriendo;2;3;7000000;Apartamento;POINT (-74.051972 4.673324);Virrey;FALSO;-74,051972;4,673324;Localidad Chapinero
130;2;Apartamento en Arriendo;5afc5310-3597-4808-88ea-a4bf3bb755a8;Estrato 6;Arriendo;2;3;7300000;Apartamento;POINT (-74.04716491699219 4.6812357902526855);Chico norte;FALSO;-74,04716492;4,68123579;Localidad Chapinero
312;3;Apartamento en Arriendo;0ed46a0c-c633-48cb-ab16-1618e08a7281;Estrato 6;Arriendo;3;4;9000000;Apartamento;POINT (-74.04567003904175 4.676160013618016);Chico norte;FALSO;-74,04567004;4,676160014;Localidad Chapinero
40;2;Apartamento en Arriendo;21c41fa4-6632-47f9-9609-0f3f0749864d;Estrato 3;Arriendo;0;1;750000;Apartamento;POINT (-74.0995442 4.675921);San joaquin;FALSO;-74,0995442;4,675921;Localidad Engativá
36;2;Apartamento en Arriendo;8f44dbf8-99d9-42d3-b8c7-98ac2465d6ad;Estrato 3;Arriendo;0;1;1300000;Apartamento;POINT (-74.1061071 4.6143869);NoIdentificado;FALSO;-74,1061071;4,6143869;Localidad Puente Aranda
58;3;Apartamento en Arriendo;1e39578b-c8b0-4cbe-b776-9082236c4c93;Estrato 3;Arriendo;1;2;1500000;Apartamento;POINT (-74.04922119999999 4.7673419);NoIdentificado;FALSO;-74,0492212;4,7673419;Localidad Suba
36;1;Apartamento en Arriendo;a9b09052-915c-4324-9dab-d99a258342d4;Estrato 3;Arriendo;0;1;1160000;Apartamento;POINT (-74.02734880000001 4.7492882);NoIdentificado;FALSO;-74,0273488;4,7492882;Localidad Usaquén
69;2;Apartamento en Arriendo;3b7251f9-255f-49aa-ac1c-aa16c65a898c;Estrato 5;Arriendo;2;2;2710000;Apartamento;POINT (-74.0604001 4.6856273);La castellana;FALSO;-74,0604001;4,6856273;Localidad Barrios Unidos
100;3;Apartamento en Arriendo;ae9c2bcb-8c7f-4940-a2e8-f78ea4b93882;Estrato 3;Arriendo;0;2;1460000;Apartamento;POINT (-74.121236 4.6045967);NoIdentificado;FALSO;-74,121236;4,6045967;Localidad Puente Aranda
40;2;Apartamento en Arriendo;71da7ade-303e-45bc-bec7-1bfb0bf035cf;Estrato 3;Arriendo;0;2;1000000;Apartamento;POINT (-74.1266455 4.6189846);Floresta sur;FALSO;-74,1266455;4,6189846;Localidad Kennedy
66;2;Apartamento en Arriendo;eaf6bed8-29ad-41ae-9160-0fb6771a1ec6;Estrato 5;Arriendo;1;2;4000000;Apartamento;POINT (-74.053 4.656);NoIdentificado;FALSO;-74,053;4,656;Localidad Chapinero
96;3;Apartamento en Arriendo;19caa470-fedd-4f93-b8d3-7276793912bb;Estrato 6;Arriendo;1;3;3200000;Apartamento;POINT (-74.03547449999999 4.6991026);NoIdentificado;FALSO;-74,0354745;4,6991026;Localidad Usaquén
65;2;Apartamento en Arriendo;c05bfff8-a666-41e0-be76-0526fd6e4904;Estrato 6;Arriendo;1;2;2200000;Apartamento;POINT (-74.0472205 4.711818399999999);La Calleja;FALSO;-74,0472205;4,7118184;Localidad Usaquén
40;1;Apartamento en Arriendo;3a0ab860-8de2-4535-9a66-1a6c6fe68c4e;Estrato 4;Arriendo;0;1;900000;Apartamento;POINT (-74.0528335571289 4.757617473602295);Nueva zelandia;FALSO;-74,05283356;4,757617474;Localidad Suba
42;2;Apartamento en Arriendo;3987ba38-849a-4d56-a6d4-075cdd2cc9fa;Estrato 3;Arriendo;0;1;1200000;Apartamento;POINT (-74.14869689941406 4.672542572021484);Centro fontibon;FALSO;-74,1486969;4,672542572;Localidad Fontibón
45;2;Apartamento en Arriendo;bc35a78d-c906-4b2a-97d1-22b3b8bd7995;Estrato 3;Arriendo;1;2;1700000;Apartamento;POINT (-74.139911 4.668125);NoIdentificado;FALSO;-74,139911;4,668125;Localidad Fontibón
56;3;Apartamento en Arriendo;198cb0c5-bc24-49db-820e-e891e2314fa1;Estrato 2;Arriendo;0;2;1200000;Apartamento;POINT (-74.1588254 4.6377146);Las margaritas;FALSO;-74,1588254;4,6377146;Localidad Kennedy
67;2;Apartamento en Arriendo;034c8300-4770-4f6e-8633-d8bae6025be1;Estrato 4;Arriendo;1;2;3500000;Apartamento;POINT (-74.128818 4.6604769);NoIdentificado;FALSO;-74,128818;4,6604769;Localidad Fontibón
50;3;Apartamento en Arriendo;8196d59b-af8e-4b44-99c0-8a2f1aeb55e1;Estrato 2;Arriendo;0;1;800000;Apartamento;POINT (-74.1387689 4.654561);Vision de colombia;FALSO;-74,1387689;4,654561;Localidad Kennedy
82;3;Apartamento en Arriendo;30ca3853-6d65-4dd5-9cdf-0f3e60c818ae;Estrato 6;Arriendo;1;2;3500000;Apartamento;POINT (-74.154208233595 4.684116777806);Santa Barbara;FALSO;-74,15420823;4,684116778;Localidad Fontibón
650;4;Apartamento en Arriendo;29b8a38c-db4a-41a4-92ab-39bc6788a2f3;Estrato 6;Arriendo;2;3;26470000;Apartamento;POINT (-74.0533353 4.6804831);Chico norte;FALSO;-74,0533353;4,6804831;Localidad Chapinero
135;2;Apartamento en Arriendo;c87043e5-43e6-4995-9312-ccb15be0329d;Estrato 6;Arriendo;1;2;5600000;Apartamento;POINT (-74.050533771515 4.6545128425267);Zona chapinero;FALSO;-74,05053377;4,654512843;Localidad Chapinero
230;3;Apartamento en Arriendo;0b4f2596-ca8e-4619-834b-4097891e3178;Estrato 6;Arriendo;2;4;11000000;Apartamento;POINT (-74.049 4.657);NoIdentificado;FALSO;-74,049;4,657;Localidad Chapinero
60;2;Apartamento en Arriendo;acaec843-99b1-4439-acfd-ad5a8c7a62d8;Estrato 5;Arriendo;1;2;1800000;Apartamento;POINT (-74.0654904 4.727005999999999);NoIdentificado;FALSO;-74,0654904;4,727006;Localidad Suba
55;2;Apartamento en Arriendo;60d0764e-8cac-4c7a-863f-93435bece383;Estrato 3;Arriendo;0;1;1100000;Apartamento;POINT (-74.0377766 4.745944499999999);Toberin;FALSO;-74,0377766;4,7459445;Localidad Usaquén
35;1;Apartamento en Arriendo;3d0570f0-c6e9-4175-8bf5-f4f5175b68de;Estrato 3;Arriendo;0;1;1257355;Apartamento;POINT (-74.031 4.75);NoIdentificado;FALSO;-74,031;4,75;Localidad Usaquén
50;1;Apartamento en Arriendo;ce2f6403-8f90-4064-b211-1ec9e1664f0b;Estrato 3;Arriendo;0;1;1500000;Apartamento;POINT (-74.101078 4.655851);Salitre Greco;FALSO;-74,101078;4,655851;Localidad Teusaquillo
72;3;Apartamento en Arriendo;29956e09-c3fd-4004-b281-e67d33033d95;Estrato 4;Arriendo;1;2;2200000;Apartamento;POINT (-74.0276844 4.7522863);El redil;FALSO;-74,0276844;4,7522863;Localidad Usaquén
120;4;Apartamento en Arriendo;44cf738c-9d82-4c05-a2d5-39a650806bc1;Estrato 5;Arriendo;1;3;3300000;Apartamento;POINT (-74.07147490000001 4.703878899999999);Lagos de Cordoba;FALSO;-74,0714749;4,7038789;Localidad Suba
240;3;Apartamento en Arriendo;e6492528-6758-4599-84de-8d40a38ec073;Estrato 6;Arriendo;2;4;11000000;Apartamento;POINT (-74.047014713287 4.6612710727899);Zona chapinero;FALSO;-74,04701471;4,661271073;Localidad Chapinero
35;2;Apartamento en Arriendo;2c7619d6-52bd-425f-94ce-db2804126159;Estrato 4;Arriendo;0;1;2300000;Apartamento;POINT (-74.0664815 4.6176623);NoIdentificado;FALSO;-74,0664815;4,6176623;Localidad Santa Fé
45;2;Apartamento en Arriendo;92b61344-1617-4b06-959f-c979d6a71226;Estrato 3;Arriendo;0;1;1100000;Apartamento;POINT (-74.1133694 4.7001838);Alamos;FALSO;-74,1133694;4,7001838;Localidad Engativá
95;2;Apartamento en Arriendo;ede41e18-329d-4f46-900e-208c52a47d38;Estrato 5;Arriendo;0;2;2600000;Apartamento;POINT (-74.04375720478515 4.749358720532632);NoIdentificado;FALSO;-74,0437572;4,749358721;Localidad Usaquén
125;3;Apartamento en Arriendo;7f4c6600-7ec6-4af8-a15c-7aab5c0464b2;Estrato 6;Arriendo;1;3;3300000;Apartamento;POINT (-74.0361219 4.6943778);Santa Barbara;FALSO;-74,0361219;4,6943778;Localidad Usaquén
334;3;Apartamento en Arriendo;d49de6fa-d5c1-4b52-a87f-3e16eff98ee3;Estrato 6;Arriendo;3;4;8700000;Apartamento;POINT (-74.02540588378906 4.723182678222656);NoIdentificado;FALSO;-74,02540588;4,723182678;Localidad Usaquén
33;2;Apartamento en Arriendo;00b0bb72-3188-40c4-8f60-64edd5c2d8ac;Estrato 3;Arriendo;0;1;934600;Apartamento;POINT (-74.08611730000001 4.5800708);NoIdentificado;FALSO;-74,0861173;4,5800708;Localidad San Cristóbal
53;2;Apartamento en Arriendo;fb67460b-02b6-4579-bef7-e0b7d1b554fc;Estrato 2;Arriendo;0;1;630000;Apartamento;POINT (-74.0925587 4.5551921);La victoria;FALSO;-74,0925587;4,5551921;Localidad San Cristóbal
55;3;Apartamento en Arriendo;f95155a1-ecfa-4d16-95d9-e76b77e4a7a1;Estrato 3;Arriendo;0;1;800000;Apartamento;POINT (-74.16906279999999 4.6486398);NoIdentificado;FALSO;-74,1690628;4,6486398;Localidad Kennedy
167;2;Apartamento en Arriendo;643d499d-1402-48e2-8d53-99592732d8de;Estrato 6;Arriendo;2;2;7700000;Apartamento;POINT (-74.04762894880982 4.657179532506956);NoIdentificado;FALSO;-74,04762895;4,657179533;Localidad Chapinero
63;3;Apartamento en Arriendo;0cb4ddba-70b0-4731-be7a-6c12b84028bc;Estrato 4;Arriendo;1;2;1381000;Apartamento;POINT (-74.0632258 4.746926999999999);NoIdentificado;FALSO;-74,0632258;4,746927;Localidad Suba
52;3;Apartamento en Arriendo;f4b1e8bc-4f98-4cbc-a816-7ebde270888d;Estrato 3;Arriendo;0;2;1150000;Apartamento;POINT (-74.1279119 4.7179612);Gran granada;FALSO;-74,1279119;4,7179612;Localidad Engativá
125;2;Apartamento en Arriendo;7d472bfd-f489-4410-bcd6-7e46939e035d;Estrato 6;Arriendo;2;3;7500000;Apartamento;POINT (-74.044 4.678);NoIdentificado;FALSO;-74,044;4,678;Localidad Chapinero
75;2;Apartamento en Arriendo;e2101854-eae7-4650-a02e-76c98a585a4a;Estrato 4;Arriendo;1;2;2050000;Apartamento;POINT (-74.0539628 4.7359715);NoIdentificado;FALSO;-74,0539628;4,7359715;Localidad Suba
74;2;Apartamento en Arriendo;266ab188-d8c2-40cc-8f35-50e07ca82946;Estrato 4;Arriendo;2;2;4400000;Apartamento;POINT (-74.0615901 4.6345839);NoIdentificado;FALSO;-74,0615901;4,6345839;Localidad Chapinero
46;2;Apartamento en Arriendo;74364e56-65db-4f29-9a61-36bb362f1870;Estrato 4;Arriendo;1;1;1400000;Apartamento;POINT (-74.0673268 4.7241879);Ciudad Jardin Norte;FALSO;-74,0673268;4,7241879;Localidad Suba
55;3;Apartamento en Arriendo;2b9157fc-6589-4fe0-8a66-c0bfcf69f02f;Estrato 3;Arriendo;0;2;1400000;Apartamento;POINT (-74.0991853 4.6011646);NoIdentificado;FALSO;-74,0991853;4,6011646;Localidad Los Mártires
36;2;Apartamento en Arriendo;9e116b79-37c2-42f0-aa3e-450710822ae0;Estrato 3;Arriendo;0;1;523500;Apartamento;POINT (-74.0881666 4.5969065);NoIdentificado;FALSO;-74,0881666;4,5969065;Localidad Los Mártires
50;3;Apartamento en Arriendo;2a400ca0-b6aa-441d-920c-5ac21e2cc721;Estrato 3;Arriendo;0;1;1050000;Apartamento;POINT (-74.0822299 4.5730488);NoIdentificado;FALSO;-74,0822299;4,5730488;Localidad San Cristóbal
90;2;Apartamento en Arriendo;6ccb042a-1209-4424-86f1-ef8c9524eee3;Estrato 5;Arriendo;1;2;4000000;Apartamento;POINT (-74.05267175972116 4.651601522620368);NoIdentificado;FALSO;-74,05267176;4,651601523;Localidad Chapinero
46;3;Apartamento en Arriendo;9b072123-de1f-467b-bab3-238ac5dd0fee;Estrato 2;Arriendo;0;2;692700;Apartamento;POINT (-74.0612586 4.6531173);NoIdentificado;FALSO;-74,0612586;4,6531173;Localidad Chapinero
107;3;Apartamento en Arriendo;9f658d16-73b3-4af2-9808-7493c3af0ae7;Estrato 4;Arriendo;2;3;3000000;Apartamento;POINT (-74.04156569999999 4.7257963);NoIdentificado;FALSO;-74,0415657;4,7257963;Localidad Usaquén
100;3;Apartamento en Arriendo;89773921-0167-4c51-a1dc-6cf3d7c867cd;Estrato 5;Arriendo;2;3;3500000;Apartamento;POINT (-74.0629304 4.695918);NoIdentificado;FALSO;-74,0629304;4,695918;Localidad Suba
121;3;Apartamento en Arriendo;99e51346-253c-4821-aee8-b0b69de1263a;Estrato 4;Arriendo;2;3;3700000;Apartamento;POINT (-74.044 4.72);NoIdentificado;FALSO;-74,044;4,72;Localidad Usaquén
190;4;Apartamento en Arriendo;101e65ce-66c3-443e-97e3-2fe41145d42b;Estrato 6;Arriendo;2;3;4000000;Apartamento;POINT (-74.05551 4.677132);NoIdentificado;FALSO;-74,05551;4,677132;Localidad Chapinero
20;1;Apartamento en Arriendo;0ea83de8-44ec-4dc7-9cae-0a13d0592a33;Estrato 3;Arriendo;0;1;1250000;Apartamento;POINT (-74.071 4.602);NoIdentificado;FALSO;-74,071;4,602;Localidad Santa Fé
50;3;Apartamento en Arriendo;803c104d-f0cb-4016-993b-76990c7816a2;Estrato 3;Arriendo;1;2;1000000;Apartamento;POINT (-74.0794202 4.754009);Cerros de Suba;FALSO;-74,0794202;4,754009;Localidad Suba
37;2;Apartamento en Arriendo;c30d749c-8a92-40d8-8ddd-d042b84b21c4;Estrato 3;Arriendo;0;1;1350000;Apartamento;POINT (-74.083394505766 4.611663109178);NoIdentificado;FALSO;-74,08339451;4,611663109;Localidad Los Mártires
72;2;Apartamento en Arriendo;7f2ec33f-b716-41a2-bc6e-a7a9bdd7dc1f;Estrato 6;Arriendo;2;3;3000000;Apartamento;POINT (-74.05556399999999 4.6784343);NoIdentificado;FALSO;-74,055564;4,6784343;Localidad Chapinero
192;3;Apartamento en Arriendo;c87a91ec-7938-4062-824d-1d6110b7b7cb;Estrato 6;Arriendo;3;4;9900000;Apartamento;POINT (-74.0461231 4.6705015);Zona chapinero;FALSO;-74,0461231;4,6705015;Localidad Chapinero
140,36;3;Apartamento en Arriendo;d72e2d70-7345-4df2-8d75-2d9c2c6e7fce;Estrato 6;Arriendo;2;3;7000000;Apartamento;POINT (-74.057964 4.676233);NoIdentificado;FALSO;-74,057964;4,676233;Localidad Chapinero
63,4;3;Apartamento en Arriendo;116f36df-8280-4ee4-8a40-4d82dfb1f692;Estrato 3;Arriendo;1;2;1030000;Apartamento;POINT (-74.11623999999999 4.7185066);Bolivia;FALSO;-74,11624;4,7185066;Localidad Engativá
58;3;Apartamento en Arriendo;4796976c-1839-46e4-9bee-1fd2dac0c9ce;Estrato 3;Arriendo;0;2;1500000;Apartamento;POINT (-74.1309809 4.6226088);Plaza de las Américas;FALSO;-74,1309809;4,6226088;Localidad Kennedy
220;3;Apartamento en Arriendo;f12562a1-0f64-425b-96e5-662ef78f454e;Estrato 6;Arriendo;2;4;13159000;Apartamento;POINT (-74.052001953125 4.673999786376953);Chicó Alto;FALSO;-74,05200195;4,673999786;Localidad Chapinero
275;3;Apartamento en Arriendo;91c3a110-ccd9-42c9-996b-c78edc9983dd;Estrato 6;Arriendo;0;2;10850000;Apartamento;POINT (-74.0777901 4.7245111);NoIdentificado;FALSO;-74,0777901;4,7245111;Localidad Suba
48;1;Apartamento en Arriendo;9523c84d-fc11-4279-9144-5dc09e929e66;Estrato 6;Arriendo;1;1;3600000;Apartamento;POINT (-74.041934895349 4.677367007675);Chicó Reservado;FALSO;-74,0419349;4,677367008;Localidad Chapinero
50;3;Apartamento en Arriendo;b874faca-d7bf-4b9d-8c3c-c391ee1af033;Estrato 3;Arriendo;0;2;1200000;Apartamento;POINT (-74.11884829999997 4.7022564);NoIdentificado;FALSO;-74,1188483;4,7022564;Localidad Engativá
360;3;Apartamento en Arriendo;1610aecc-ce11-433d-9f92-2fdb611ae93e;Estrato 6;Arriendo;4;4;22000000;Apartamento;POINT (-74.04495159999999 4.6729139);Chico norte;FALSO;-74,0449516;4,6729139;Localidad Chapinero
450;4;Apartamento en Arriendo;f6543828-5f6d-43f0-9b4f-e51ace874170;Estrato 6;Arriendo;4;4;25000000;Apartamento;POINT (-74.0491718 4.6541954);Los rosales;FALSO;-74,0491718;4,6541954;Localidad Chapinero
43;2;Apartamento en Arriendo;086d85d3-4471-4c1e-8e12-c2daf23d0d46;Estrato 3;Arriendo;0;1;900000;Apartamento;POINT (-74.15549829999999 4.6538971);NoIdentificado;FALSO;-74,1554983;4,6538971;Localidad Kennedy
115;1;Apartamento en Arriendo;9aaa8794-c926-4be5-9002-477f3a0539bc;Estrato 6;Arriendo;2;2;4200000;Apartamento;POINT (-74.0517329 4.6641455);Zona chapinero;FALSO;-74,0517329;4,6641455;Localidad Chapinero
220;3;Apartamento en Arriendo;3fafcbd1-5f86-4b32-b449-68a56b5e9a17;Estrato 0;Arriendo;3;4;9900000;Apartamento;POINT (-74.0252154 4.7206058);Usaquen;FALSO;-74,0252154;4,7206058;Localidad Usaquén
83;1;Apartamento en Arriendo;77896bb6-d042-4442-b526-9d566b8cfea2;Estrato 6;Arriendo;2;2;3605000;Apartamento;POINT (-74.05665997139 4.682710009945);Chico norte;FALSO;-74,05665997;4,68271001;Localidad Chapinero
82;2;Apartamento en Arriendo;f4659bde-90a7-41fb-bed5-8697c1bbba08;Estrato 6;Arriendo;2;2;3500000;Apartamento;POINT (-74.0550083 4.683685800000001);NoIdentificado;FALSO;-74,0550083;4,6836858;Localidad Chapinero
50;2;Apartamento en Arriendo;b5b7127c-049c-410a-a375-76c78b16b72d;Estrato 3;Arriendo;0;1;1000000;Apartamento;POINT (-74.1282882 4.6244936);La igualdad;FALSO;-74,1282882;4,6244936;Localidad Kennedy
247;3;Apartamento en Arriendo;29f2edee-ce5c-48b2-a5d6-0b0661395fde;Estrato 6;Arriendo;3;4;11500000;Apartamento;POINT (-74.04562766137698 4.6622739599911025);Los rosales;FALSO;-74,04562766;4,66227396;Localidad Chapinero
30;1;Apartamento en Arriendo;e3e95f2e-391d-4257-86f0-311e6420d92e;Estrato 3;Arriendo;0;1;1400000;Apartamento;POINT (-74.0706789 4.6007651);NoIdentificado;FALSO;-74,0706789;4,6007651;UPZ La Candelaria
